,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,knockout,wildtype,ms_level,A_1,A_2,A_3,A_4,A_5,B_1,B_2,B_3,B_4,B_5,isotopes,adduct,pcgroup
FT1910,1099.304298,1099.303729,1099.304464,6.631217003,6.018143654,6.650352478,10,5,5,1,34898.5625,34505.33471,32871.73271,33646.67482,34317.75667,33762.65244,33300.71,26820.87813,33752.565,24911.77144,,[M+Cl+NaCOOH]- 996.347 [M-H+NaCOOH]- 1032.32 [M+Cl]- 1064.33 [M-H]- 1100.31,11
FT1911,1099.804933,1099.80458,1099.805563,6.631217003,6.018143654,6.650352478,10,5,5,1,17339.79719,17759.75625,17603.97931,18095.33969,18138.6975,18256.89375,17326.51913,14564.52813,17939.88531,13417.36014,,[M+Cl+NaCOOH]- 996.848 [M-H+NaCOOH]- 1032.82 [M+Cl]- 1064.84 [M-H]- 1100.81,11
FT1913,1110.466591,1110.46624,1110.467477,6.631217003,6.018143654,6.650352478,10,5,5,1,15445.248,16088.328,15158.04087,15305.0092,16145.1108,15230.97207,14569.44227,12580.172,16419.65087,11268.176,[287][M+1]3-,,11
FT1914,1110.800797,1110.800227,1110.801405,6.631217003,6.018143654,6.650352478,10,5,5,1,9708.036,10205.9856,9626.170857,10000.368,10088.10373,10465.98036,9421.052143,8103.457929,10191.5375,7338.369286,[287][M+2]3-,,11
FT1915,1132.797023,1132.796728,1132.797215,6.631217003,6.018143654,6.650352478,10,5,5,1,112243.209,114732.1705,111191.085,113309.559,111915.056,113612.0341,111746.3325,90512.4132,115120.3995,82466.95835,,,11
FT1916,1133.129017,1133.128486,1133.129453,6.631217003,5.547330379,6.650352478,10,5,5,1,12667.902,13050.02057,12486.78779,12721.968,12232.03429,12259.49757,12783.22329,10223.80457,12697.09821,9515.359857,,[M+Cl+NaCOOH]- 1030.17 [M-H+NaCOOH]- 1066.15 [M+Cl]- 1098.16 [M-H]- 1134.14,11
FT1917,1133.297957,1133.297545,1133.298487,6.631217003,6.018143654,6.650352478,10,5,5,1,25093.40625,25699.275,24431.96456,25359.38438,25927.58438,26146.03941,26278.05059,21330.29625,26277.62206,19477.6938,,[M+Cl+NaCOOH]- 1030.34 [M-H+NaCOOH]- 1066.32 [M+Cl]- 1098.33 [M-H]- 1134.31,11
FT1918,1133.463219,1133.46268,1133.463688,6.631217003,5.547330379,6.650352478,10,5,5,1,8290.464,8651.410286,7340.045,7952.018615,8224.736,8011.8535,8270.516571,6531.348769,8457.657143,5485.143273,,[M+Cl+NaCOOH]- 1030.51 [M-H+NaCOOH]- 1066.49,11
FT1919,1133.799219,1133.798927,1133.799627,6.631217003,6.018143654,6.650352478,10,5,5,1,21003.94144,21496.888,20562.54667,20987.65031,20517.70875,20717.26875,20856.83325,16596.635,20435.34181,15841.39253,,[M+Cl+NaCOOH]- 1030.84 [M-H+NaCOOH]- 1066.82,11
FT1920,1155.457107,1155.456675,1155.457676,6.631217003,6.018143654,6.650352478,10,5,5,1,16618.953,16554.216,15940.53187,16595.2644,16845.18213,16071.29114,16527.82007,12914.33271,17249.29873,11496.69429,[288][M]3-,,11
FT1921,1155.791774,1155.79026,1155.792389,6.631217003,6.018143654,6.650352478,10,5,5,1,10359.024,9966.740571,9836.249786,10164.168,10669.12229,10513.05829,10201.71857,7827.693385,10452.30179,6943.0425,[288][M+1]3-,,11
FT1923,1166.790252,1166.789903,1166.790514,6.631217003,6.018143654,6.650352478,10,5,5,1,46111.15972,46864.69433,44527.20183,46275.15861,46657.055,45793.83756,47220.38467,38399.62533,48245.17767,34688.11544,,[M+Cl+NaCOOH]- 1063.83 [M-H+NaCOOH]- 1099.81,11
FT1924,1167.291932,1167.291082,1167.292376,6.631217003,6.018143654,6.650352478,10,5,5,1,17974.98988,18440.15625,18011.47407,17890.0592,17669.7675,18979.83833,18326.15513,15368.47188,18406.3594,13860.2074,,[M+Cl+NaCOOH]- 1064.33 [M-H+NaCOOH]- 1100.31,11
FT1925,1167.792569,1167.79203,1167.793021,6.631217003,5.547330379,6.650352478,10,5,5,1,9827.688,10233.8376,9450.008286,9975.5188,9565.4512,9615.540357,9851.555571,8113.5765,10106.84913,7344.142,,[M+Cl+NaCOOH]- 1064.84 [M-H+NaCOOH]- 1100.81,11
FT1926,1178.119783,1178.119427,1178.120624,6.631217003,5.547330379,6.650352478,10,5,5,1,12863.097,12641.95429,12365.29636,12568.1348,12155.75771,12121.26673,12717.59133,9913.670357,13147.54393,8985.886692,[289][M]3-,,11
FT1927,1178.454083,1178.453418,1178.454633,6.631217003,6.018143654,6.650352478,10,5,5,1,7574.58,7261.049,7740.016429,7965.72,7471.568,7614.361385,7688.932714,6676.739357,8118.057143,5233.336364,[289][M+1]3-,,11
FT1928,1200.784365,1200.784003,1200.784613,6.631217003,6.018143654,6.650352478,10,5,5,1,50082.05556,50287.50767,47852.31306,49313.00653,49184.19833,48812.26567,50136.94378,39485.82544,51498.72356,35951.63506,[290][M]-,[2M-2H+Na]- 589.905,11
FT1930,1201.285539,1201.285021,1201.286402,6.631217003,6.018143654,6.650352478,10,5,5,1,13129.272,12558.41714,12079.73647,12565.1084,12606.84413,12879.10386,12195.05433,10821.316,13105.6068,9458.230286,,[M+Cl+NaCOOH]- 1098.33 [M-H+NaCOOH]- 1134.31,11
FT1931,1201.786546,1201.785893,1201.787808,6.631217003,6.018143654,6.650352478,10,5,5,1,10078.146,10516.9152,9750.193357,9972.648,10198.29547,10162.758,9959.686714,8012.896714,10238.03036,7346.163231,[290][M+1]-,,11
FT1933,1234.77801,1234.777121,1234.778498,6.631217003,6.018143654,6.650352478,10,5,5,1,21134.73131,20581.0875,20391.36093,19461.7696,19852.20333,20837.75625,20010.26269,16753.37875,20456.06988,14692.8208,[291][M]2-,,11
FT1934,1235.279624,1235.278791,1235.280118,6.631217003,6.018143654,6.650352478,10,5,5,1,9009.897,8886.326857,8277.109786,8419.32,9065.0392,8516.042929,8564.087571,7282.841786,8855.373214,6100.374,[291][M+1]2-,,11
FT1936,1268.771905,1268.771036,1268.772284,6.631217003,6.018143654,6.650352478,10,5,5,1,21465.25456,22228.93125,20112.80427,21277.48625,20912.35781,21852.0108,20767.69033,17144.798,21925.2345,15139.20673,[292][M]2-,,11
FT1940,1302.765727,1302.764803,1302.766283,6.631217003,5.547330379,6.650352478,10,5,5,1,9100.143,9275.154286,8808.128571,8657.712,9458.294857,9378.125857,9039.561429,7287.395143,9369.665067,6203.662538,,,11
FT1941,1336.759292,1336.758396,1336.759787,6.631217003,6.018143654,7.153727531,10,5,5,1,9355.164,9239.208,9275.364357,9407.664,9345.5732,9495.061357,9572.132571,7446.256714,9920.911,6537.6315,,,11
FT1699,726.3753036,726.3744528,726.3755687,6.632433891,5.547330379,6.650352478,9,4,5,1,6238.836,7026.739429,6450.182429,7348.0992,6927.024,7188.749071,6693.014571,4955.542769,6647.973214,5006.9775,[247][M+3]2-,,11
FT1932,1223.444421,1223.443256,1223.445605,6.632433891,6.018549919,6.650352478,9,4,5,1,7168.250769,7378.608,6838.724231,7413.336,6818.089231,7220.640571,6914.416615,5455.787846,7146.333385,4450.572312,,,11
FT1900,1066.312731,1066.312225,1066.313903,6.634169283,6.018549919,6.650352478,8,3,5,1,5872.581,5912.546769,6132.786071,6293.448,5962.201143,5764.819385,5943.170571,4129.565168,6205.785714,2889.767135,,[M+Cl+NaCOOH]- 963.356 [M-H+NaCOOH]- 999.332,11
FT1922,1156.125801,1156.124883,1156.126391,6.635386229,6.018549919,6.650352478,8,3,5,1,6564.688615,6378.420615,6190.551923,6207.768,6241.620923,6372.388615,6238.829538,4248.039374,6532.664923,4438.758699,[288][M+2]3-,,11
FT1700,726.8718778,726.8711852,726.8725912,7.13576309,6.018549919,7.161808968,10,5,5,1,38377.399,37798.29981,36186.51075,38979.86629,38667.31276,38820.4005,36943.7844,31084.1685,38781.19764,28018.19144,[247][M+4]2-,,385
FT1869,998.8181441,998.8175771,998.8187012,7.13576309,6.018143654,7.161808968,10,5,5,1,12541.12681,12844.75976,12442.62969,12820.752,12210.37125,12546.39375,12502.18638,10405.25688,13353.84222,9428.7022,,[M+Cl]- 963.84,11
FT1761,794.8581466,794.8573538,794.858822,7.136000317,6.018143654,7.161808968,10,5,5,1,26235.222,27159.6548,25368.15837,26865.49365,27185.17263,27492.11453,27123.2592,21196.55389,27550.6713,19534.656,[259][M+2]2-,,11
FT1801,862.8441952,862.8433124,862.8447023,7.136000317,6.018143654,7.670319557,10,5,5,1,21092.214,21158.93684,19321.82506,20330.98674,20631.65842,20834.754,19731.79121,16722.83647,20272.85421,14741.52388,[268][M+2]2-,,11
FT1839,930.8306052,930.8300752,930.8313162,7.146947861,6.485713005,7.643192291,10,5,5,1,17465.75694,17198.88988,16444.47735,17222.863,17080.98,16924.57412,16810.1055,12999.17912,17678.93033,12045.41888,[275][M+2]2-,,384
FT1901,1066.806794,1066.805579,1066.807633,7.146947861,6.018143654,7.643192291,8,5,3,1,7071.922504,8097.8424,7825.416467,9203.080968,8000.020933,8362.2375,8349.484933,6232.839375,8409.153133,6153.309857,,,384
FT1889,1032.807968,1032.806829,1032.808744,7.153727531,6.716747284,7.656691551,7,3,4,1,6511.908,6106.979985,6183.958,6052.8,6328.948133,5738.445143,5970.048333,5215.223965,6432.044667,3692.373495,[283][M+1]-,,384
FT1855,964.8185002,964.8174118,964.8189413,7.643596146,6.018143654,7.661090851,8,5,3,1,9859.744941,9630.230279,8995.147875,10344.1919,9065.30625,9566.1,8745.876563,6801.652,9032.146933,6415.701429,[277][M+1]-,,390
FT1819,896.8300088,896.82937,896.8305898,7.649941921,6.485713005,8.1570158,10,5,5,1,12157.68282,12241.46753,11920.15665,12325.824,12953.26842,11769.25976,11113.952,9729.034412,12079.61678,8677.213438,[270][M+1]-,,387
FT1782,828.8421342,828.8415707,828.8425755,8.148124813,6.485713005,8.17688179,10,5,5,1,14256.75689,14574.80632,13496.47618,13477.99417,14280.96579,14085.75984,13540.565,10395.39971,14013.904,9851.20425,,[M+Cl+NaCOOH]- 725.885 [M-H+NaCOOH]- 761.862,293
FT1737,760.8545326,760.8539489,760.855006,8.411743164,6.953707695,8.772151947,10,5,5,1,18357.3835,19038.91105,17025.09616,17944.56442,18954.22781,18631.5654,18441.1116,14726.82968,18342.1836,13062.60781,,[M+Cl+NaCOOH]- 657.897 [M-H+NaCOOH]- 693.874 [M+Cl]- 725.885 [M-H]- 761.862,293
FT1662,692.8666639,692.8662827,692.8669945,8.659905914,6.953707695,8.772151947,10,5,5,1,19720.9445,19911.88105,19216.9735,20065.0032,19501.61676,19713.88737,19844.4042,16339.5738,20385.24686,14730.06656,,[M+Cl+NaCOOH]- 589.91 [M-H+NaCOOH]- 625.886 [M+Cl]- 657.897 [M-H]- 693.874,293
FT1557,624.8792063,624.8784717,624.8795492,8.661811829,8.646604538,8.772151947,9,4,5,1,8664.655059,9078.115,8841.470882,8715.168,9282,9121.758353,8994.575389,6793.589118,8718.352941,6892.24004,,[M+Cl]- 589.91 [M-H]- 625.886,293
FT1756,792.8578568,792.8568894,792.8594034,21.88885597,21.36735725,25.3043766,8,3,5,1,14945.88864,14856.0572,13314.97273,14108.94771,15026.79683,13822.746,14551.14375,11779.164,12973.33313,4751.013804,,,284
FT1696,724.8703957,724.869868,724.8724587,25.381,23.37741661,26.06179047,5,3,2,1,30347.35871,28948.53658,27363.1486,50587.30069,29705.78552,29557.19734,29031.69968,23212.73276,30560.36957,14372.5733,,,117
FT81,130.9658957,130.9657205,130.9662544,59.28363419,59.26138306,59.78673172,5,2,3,1,21431.16,22744.44457,25647.90962,18356.56903,21210.58368,12238.25861,19712.74311,14370.19654,23310.07148,20628.28282,,[M-H-CO2]- 175.963,96
FT676,304.9131257,304.9125198,304.9139939,59.6043663,59.279,63.15869141,10,5,5,1,12745.695,12173.03592,9232.476,8146.985818,11613.206,8983.445,10712.2994,5688.182778,12326.69225,9084.565091,,,96
FT225,174.9558153,174.9554425,174.9564421,59.76789856,59.279,63.15869141,10,5,5,1,115594.1486,115227.8633,102864.1483,103363.1531,167354.2492,108115.8138,109084.264,83343.73714,156457.119,97539.34162,,[M-H]- 175.963,96
FT133,146.9608789,146.960483,146.9613865,59.77938823,59.28363419,63.15869141,10,5,5,1,7004.797846,6255.271083,5754.865833,6734.867333,7541.2625,6007.9768,6498.34,4694.001167,7045.434286,6751.398769,,[M-H-CO]- 175.963,96
FT763,320.8858145,320.8847162,320.8866083,60.10758591,59.784,63.60413742,10,5,5,1,5661.082778,7429.56,8356.4562,6937.326,7625.903,4458.398778,7694.092,5953.7718,8216.3421,7301.5138,,,96
FT131,146.9383448,146.9380033,146.9388271,60.79606203,60.29232407,64.05693817,10,5,5,1,30808.25465,43327.1025,51105.70045,50747.64872,44502.64933,34040.48862,48027.915,44726.43225,45648.91526,43885.93229,,,563
FT453,242.9430723,242.9425796,242.9433575,61.25305367,60.7506752,61.81404877,8,4,4,1,24694.62933,26171.56967,21338.82317,22927.31387,26461.06963,11099.63132,21983.8164,20119.65952,25603.32627,18936.16241,,[M+Cl]- 207.971,196
FT285,190.9281095,190.9276814,190.9287638,61.30731268,61.240345,64.94661713,10,5,5,1,31480.43659,39542.81975,48992.832,44145.65217,38790.3505,28553.7105,36061.04,37258.13154,40947.95104,36809.49067,,[M-H-CH4]- 207.971,196
FT518,258.9153795,258.9149426,258.9162857,62.40890955,62.2673912,65.83772278,10,5,5,1,5528.74,7505.064,9198.4476,7758.594133,7499.226,4809.17675,7815.560308,6021.4595,7094.448462,6405.890615,,,666
FT798,326.9026158,326.9020434,326.904026,62.76439285,62.31747818,65.83772278,10,5,5,1,7315.534154,9738.288,10805.9728,9379.672533,8298.852923,6071.935154,11057.31254,7334.928571,8627.621214,7825.455357,,[M+Cl]- 291.933 [M-H]- 327.91,86
FT1065,394.8902144,394.8895778,394.8914991,62.82581674,62.31747818,66.28344727,10,5,5,1,11831.645,14701.4636,15536.44825,12820.82969,13149.94825,9478.266,17872.96457,10228.93729,11984.35788,11012.00985,,[M+Cl+NaCOOH]- 291.933 [M-H+NaCOOH]- 327.91,86
FT745,316.9473835,316.9468444,316.9480615,63.2752018,63.2312851,63.33017731,4,1,3,1,31957.71,27590.472,18677.27455,8707.303892,19621.57162,12116.50161,44341.449,13259.26008,16589.30625,15389.70042,,[M-H+NaCOOH]- 249.967,86
FT1020,384.9346948,384.9340835,384.9356567,63.2752018,62.832,63.7743988,8,4,4,1,13307.3646,10922.184,7916.2573,1838.678296,10032.93233,8776.7104,23127.0456,4557.542,6703.38477,6262.316667,,[2M-2H+Na]- 181.98,86
FT1202,452.921495,452.9208638,452.9233191,63.32787323,63.00362778,66.73137665,9,4,5,1,11511.7341,9639.9043,6611.056556,5002.986667,6205.030667,6687.121333,22709.7504,4118.912368,4901.686111,5351.811111,,,86
FT242,180.9727955,180.9726753,180.9732082,63.32902527,63.2312851,66.73137665,6,3,3,1,39658.05467,34283.11649,31449.2625,31781.38333,22623.8944,7994.276963,42988.89975,21977.99988,31177.9125,26139.34675,,[M-H]- 181.98,86
FT1361,520.9089529,520.9080106,520.9108505,63.33308865,63.2312851,63.8409996,6,3,3,1,7838.904889,6612.370222,2104.352935,339.327378,4138.641,4284.063875,18215.08089,2228.797888,2586.997548,3243.240714,,[2M-2H+Na]- 249.967,86
FT475,248.9599936,248.9596397,248.9608594,63.336,63.2312851,66.73137665,9,5,4,1,56405.69994,49292.22853,10701.40814,33810.81375,38213.93594,41025.96565,78743.4288,24361.92825,32178.058,29002.44643,,[M-H+NaCOOH]- 181.98 [M-H]- 249.967,86
FT28,102.9496557,102.9490988,102.9575412,64.50028229,60.76172638,66.80426788,19,5,5,1,8701.317357,5065.06,4306.513875,10383.34967,4496.583,4114.602,12775.4535,3519.345,3788.7225,3649.60125,,,245
FT246,182.0126301,182.0124049,182.0130037,67.62197113,67.28993988,70.28379822,10,5,5,1,16670.91022,12401.59375,15993.85438,13816.44713,9858.72,15831.47553,10800.46835,11054.21867,13735.01213,7937.030833,,,613
FT358,215.0326242,215.0320984,215.032978,67.62197113,67.26379395,69.83552551,10,5,5,1,38009.34225,11572.27473,10389.22264,6098.332778,12682.54808,9844.895455,32060.86347,8133.00925,9935.31,8307.3839,,,613
FT183,162.838863,162.8384805,162.8391376,67.89450836,67.37850189,68.37103271,9,5,4,1,29501.93594,5583.4156,6024.4872,320.966551,7017.420273,3340.450571,53836.79695,6588.96525,4448.315556,3542.5995,,,129
FT177,160.8420955,160.8417237,161.0457079,68.22707367,67.75984192,70.72666168,15,5,5,1,31357.22224,4218.6032,6380.048909,5031.018333,7564.587545,4509.288,59036.22932,6753.664,4151.224,4320.100444,,,129
FT364,217.0294786,216.8765601,217.0300426,68.29905319,66.881,71.61386871,8,2,5,1,11652.672,4121.444889,2464.830667,3062.965,3283.682857,5303.373438,10139.20492,2716.587832,3486.851081,2979.663,,,613
FT237,179.0560198,179.0556307,179.0563613,68.34589386,67.88536835,70.72666168,10,5,5,1,70308.77486,69510.60632,63211.38,67800.3453,64642.00658,68616.11958,39188.21062,50409.20116,66653.30526,55471.16511,,[M+Cl]- 144.087 [M-H]- 180.063,129
FT382,225.0614132,225.0610155,225.062022,68.39568329,67.896,70.72666168,10,5,5,1,11203.78,11807.46531,10336.4782,10195.394,9875.6604,10777.64571,4668.222364,7356.336308,10369.1432,8739.084,,[M+Cl+HCOOH]- 144.087 [M-H+HCOOH]- 180.063,129
FT309,197.8077567,197.8072329,197.8080738,68.75448608,68.406,68.9095459,7,3,4,1,44641.74115,10940.31867,5414.2,276.8940395,4616.869714,5761.078714,86163.2145,2489.069,437.2246204,5507.461125,,,572
FT8,96.96084267,96.96051506,96.97049969,68.78149796,66.881,71.17292786,14,5,5,1,40491.66781,37558.1871,43192.27896,3606.106,29152.40677,31418.97125,43263.1672,25929.3,26297.00104,23105.0825,,,572
FT315,199.8047172,199.8043835,199.8050753,68.79899597,68.52394867,68.9095459,5,3,2,1,20829.06667,4810.923,2706.661708,NA,856.1632926,2908.5375,40016.592,372.4817719,NA,2560.191,,,572
FT304,195.8110517,195.8103747,195.9064113,68.88874817,68.406,71.61386871,12,3,5,1,35718.55962,9520.834111,4253.942,6149.199429,3220.001167,4661.928857,69518.42625,950.6746616,649.0025992,4825.03575,,,572
FT107,143.8649629,143.864785,143.8652476,69.02799225,68.79899597,70.22424316,5,1,4,1,3897.09,4421.636111,4197.21925,1051.469635,3293.979,3433.4685,3212.79266,2309.846799,2023.408092,3628.381713,,[M+Cl]- 108.891 [M-H]- 144.869,104
FT103,141.867974,141.8676753,141.8683974,69.27614212,68.90242004,71.61386871,10,5,5,1,7394.065,7432.62,6807.8665,3508.5255,5669.274,5363.659125,6585.770692,4596.75825,3937.482143,5245.927111,,[M+Cl]- 106.894 [M-H]- 142.872,104
FT270,187.8608215,187.8604639,187.8611174,69.27614212,68.90242004,71.61386871,10,5,5,1,13732.96615,15237.59527,12943.6075,7024.773111,11184.84267,11234.21473,12576.2606,7662.312,8260.97225,10191.538,,[M+Cl+HCOOH]- 106.894 [M-H+HCOOH]- 142.872,104
FT274,189.8578169,189.8574581,189.8583172,69.27614212,68.90242004,71.61386871,10,5,5,1,7998.942,9341.867909,8161.2345,4577.2405,6888.090222,6859.429333,8085.949692,4697.70825,5289.00625,6400.891,,[M+Cl+HCOOH]- 108.891 [M-H+HCOOH]- 144.869,104
FT355,214.8796176,214.8792937,214.8802667,69.41752716,68.90242004,72.06176758,8,4,4,1,1071.225846,13758.0996,10145.19956,10976.27122,6464.60975,9605.605,NA,3104.117167,5240.136,10694.01667,,,574
FT192,168.8869098,168.8865805,168.8872823,69.42,68.90242004,71.61386871,7,3,4,1,332.3669171,10137.5204,7363.72,8168.3255,4370.191714,6956.5815,NA,2182.842185,3326.61,7556.538889,,,573
FT447,241.8986772,241.8982356,241.8993023,69.52906799,69.25405884,72.06176758,5,2,3,1,NA,6561.443286,4380.948,8927.26225,858.4655762,4397.7265,NA,270.6794521,445.7013114,6340.686,,,575
FT7,94.98158893,94.98139712,94.98180446,69.73904419,69.4076004,72.06176758,10,5,5,1,86977.725,59029.11806,64196.48433,60968.05983,58964.82295,54642.588,61509.35867,51340.5935,61134.415,57643.42437,,,104
FT132,146.96568,146.9654872,146.9660988,70.81227875,69.91588593,73.37432098,10,5,5,1,32576.61641,65887.69688,52541.07614,59478.77318,50346.30455,62159.24348,28688.17593,39373.89523,48135.57619,56084.60119,,,177
FT1027,388.1175909,388.1165791,388.1184427,73.81745911,73.46054077,76.03600311,7,2,5,1,3811.541333,4465.442545,4124.001,5039.090909,4396.347,4080.545,3016.688025,3106.14048,4170.836667,3340.472986,[135][M+1]-,,153
FT893,342.1119344,342.1111909,342.1129183,73.975,73.46054077,76.03600311,9,4,5,1,4384.9247,4378.452,4759.070909,5147.882,5040.85,4951.863818,4262.5453,3006.323819,5231.665,3400.943625,[111][M+1]-,,637
FT888,341.1085937,341.1077822,341.1093883,74.02129059,73.73466492,76.03600311,10,5,5,1,40502.58333,42451.66611,42441.56411,48372.46089,44499.21789,40857.19556,35941.42353,31914.59165,43119.82233,34843.84556,[111][M]-,[M+Cl]- 306.139 [M-H]- 342.116,153
FT1024,387.1138867,387.1131065,387.1150024,74.02129059,73.46054077,76.03600311,10,5,5,1,34511.24444,36635.46156,35696.20406,42360.41826,37364.13333,36589.236,31683.75894,27100.80024,36695.31644,29500.02806,[135][M]-,[M+Cl+HCOOH]- 306.139 [M-H+HCOOH]- 342.116,153
FT1231,455.1011965,455.0999358,455.1025107,74.14784241,73.81745911,76.03600311,10,5,5,1,4468.606182,5313.805636,5594.191455,6370.7825,5653.043636,6131.157083,4208.665909,4173.1128,5705.885364,3945.163333,,[M+Cl+CF3COOH]- 306.139 [M-H+CF3COOH]- 342.116,153
FT77,129.9756237,129.9752827,129.9759393,75.65741537,68.39903259,78.7037735,18,5,5,1,1761.6675,25150.44175,21437.44461,24268.05894,20974.22797,25284.35133,12158.36608,16186.09956,6408.859167,12655.74067,,,321
FT76,129.0190336,129.0187873,129.0194195,76.507,76.32202148,78.26058197,7,3,4,1,4488.7168,4005.891333,2962.894269,5252.6505,4081.0519,2424.376711,4270.461,3885.55086,5726.195,3781.383111,,,213
FT231,177.0402061,177.0397604,177.0406835,76.76257706,76.21946716,78.26058197,10,5,5,1,11100.42857,11896.84533,9303.065357,11972.27467,11152.17,9924.800786,10690.602,9735.525083,14525.21587,9161.155692,,,213
FT12,98.94975693,98.94944501,98.94992704,77.03917694,76.71729279,87.11355591,6,2,3,1,2732.302909,5196.167273,33296.71722,11023.57435,635.0438118,12223.10118,NA,NA,NA,4410.282,,,677
FT72,128.0099304,128.0096656,128.0350129,80.61732483,80.18685913,87.09793854,11,5,5,1,12956.35677,13502.29154,8035.990909,5255.178,17665.88077,7588.069818,13168.68117,8758.516364,11174.89708,21742.64286,,,227
FT59,119.0348813,119.0345222,119.0351796,85.15663147,85.07157135,85.94589996,10,5,5,1,19373.97467,20387.246,18157.7142,20706.87176,19383.0226,18214.22471,22140.03,17331.18806,20785.24725,19162.56263,,,226
