,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,knockout,wildtype,ms_level,A_1,A_2,A_3,A_4,A_5,B_1,B_2,B_3,B_4,B_5,isotopes,adduct,pcgroup
FT1303,487.2260717,487.2251861,487.2270548,1290.884155,1290.381958,1291.422241,9,4,5,1,25417.97111,23238.78945,23201.06895,22348.30616,25513.53896,22426.1433,23938.95884,NA,24938.415,15524.19352,,[M+Cl+NaCOOH]- 384.269 [M-H+NaCOOH]- 420.246 [M+Cl]- 452.257 [M-H]- 488.233,95
FT1015,383.1893941,383.1885832,383.1900223,1291.387695,1290.381958,1291.422241,9,4,5,1,39011.97133,39552.32364,41009.38891,39018.61905,39494.60765,38640.90286,41179.215,NA,40427.82286,24475.91881,[133][M]-,,95
FT1017,384.1916955,384.1908467,384.1922915,1291.387695,1290.381958,1291.422241,9,4,5,1,11501.858,11716.98605,11394.12645,10846.824,10813.15942,11148.11871,11681.00835,NA,11120.25276,6216.639,[133][M+1]-,,95
FT1446,555.2133578,555.2124499,555.2147858,1291.387695,1290.381958,1291.422241,9,4,5,1,20639.2528,20149.84637,18983.0415,18480.73977,18957.74095,19978.25511,20734.272,NA,20271.11424,11348.229,,[M+Cl+NaCOOH]- 452.257 [M-H+NaCOOH]- 488.233 [M+Cl]- 520.244 [M-H]- 556.221,95
FT1654,691.1882299,691.1867243,691.1893105,1291.387695,1290.381958,1292.401733,9,4,5,1,15167.41133,15997.73075,14997.062,16495.07229,16275.21532,15937.2836,15812.85458,NA,16353.24917,7713.261111,,[M+Cl+NaCOOH]- 588.231 [M-H+NaCOOH]- 624.208,95
FT1542,613.5589225,613.5576736,613.5603232,1291.389893,1290.381958,1291.422241,9,4,5,1,8488.998,9284.421529,9196.052889,7899.4084,8350.295294,7658.830933,9371.823158,NA,8707.850556,5345.7088,,,95
FT1556,623.200794,623.1994625,623.2020652,1291.389893,1290.381958,1291.422241,9,4,5,1,16924.45129,17701.08207,17165.2635,15810.85155,15931.053,16469.4698,17237.87532,NA,18120.32111,9283.582,,[M+Cl+NaCOOH]- 520.244 [M-H+NaCOOH]- 556.221 [M+Cl]- 588.231 [M-H]- 624.208,95
FT921,352.2547337,352.2541276,352.2555939,1291.390198,1290.874268,1291.422241,8,3,5,1,7406.488,8244.999706,8302.392,7607.1155,8095.478824,7424.601,8941.582222,NA,8101.545882,4446.60693,[117][M+1]-,,95
FT989,375.2940582,375.2928968,375.2941186,1291.889526,1286.876709,1291.923828,5,1,4,1,243313.3821,228947.0285,252108.7308,208266.2179,189627.8447,152145.8605,231046.3656,445193.6935,184746.5975,218410.0999,,,559
FT49,115.9205836,115.9204528,115.9208466,1291.893803,1291.387695,1297.485107,8,2,5,1,998338.5114,159907.9074,198993.9038,708665.746,220155.4654,774703.1024,890927.8907,818152.0033,329107.0946,742689.978,,[M+Cl]- 80.954,557
FT1733,759.1756001,759.1738618,759.1770706,1291.896606,1291.386597,1292.908936,7,3,4,1,7296.8148,8061.872783,7739.525444,7666.323989,8221.6706,8388.753429,8920.32,NA,7953.328,2186.644107,,,562
FT25,101.9344461,101.9343068,101.9346403,1294.927792,1291.384766,1299.484131,6,2,4,1,203943.8514,1236660.63,958659.2712,494832.3569,332236.1931,1036692.214,1173028.999,937337.0849,307239.0622,1020950.933,,[M-2H+Na]- 80.954,557
FT481,248.9603413,248.9600667,248.9606973,1298.223924,1296.452881,1298.980469,4,1,3,1,438628.1589,257623.7301,437333.8874,431047.5729,488066.6937,359845.9896,473792.7103,284164.2192,513426.1501,295315.6956,,,79
FT1305,489.2768727,489.2765765,489.2774246,1300.511658,1300.488037,1301.01,4,3,1,1,13187.18841,8029.010242,14275.14665,15694.33598,14829.20843,12464.192,12859.825,NA,15453.5345,NA,,,561
FT1311,493.4257879,493.4246485,493.4266619,1303.548684,1302.540039,1314.126831,12,4,5,1,12420.76147,11412.00918,10938.966,10096.0062,9817.106437,10296.28075,10808.46529,NA,10955.237,9721.98975,,,309
FT991,376.29618,376.295677,376.2969245,1307.078857,1299.991577,1308.600586,7,4,3,1,137407.6622,57920.99403,69270.95284,142660.4352,144784.1757,70243.07714,49960.71788,73420.43472,161813.7213,247960.0795,[131][M+1]-,,15
FT988,375.2936502,375.2931257,375.2942198,1307.57605,1300.006226,1308.098145,9,4,5,1,495895.0738,246192.7476,273199.8023,227870.3196,237103.6186,241530.6355,222834.4495,8747.450867,267578.2321,946229.343,[131][M]-,,15
FT15,100.9343384,100.9341569,100.9346157,1308.096313,1289.871094,1313.685059,21,5,5,1,2595271.76,2333934.427,3020686.344,3240715.378,2801131.276,3323003.003,2420676.844,2409028.861,2933037.868,1662923.167,,,392
FT26,101.9345103,101.9344044,101.9346819,1308.846558,1307.081543,1310.611694,4,3,1,1,319074.8801,259119,187599.8531,349984.6694,296690.1347,349705.0046,336043.3493,151104.654,429345.6353,176318.4063,,,393
FT482,248.9604614,248.960053,248.9605473,1317.422852,1313.146851,1318.206055,4,3,1,1,1096257.702,1268003.154,1301496.497,1408724.334,1417636.831,1474898.342,1251763.601,850425.3302,1234181.804,979072.504,,,75
FT18,100.9343363,100.9341303,100.9345947,1338.969727,1337.943,1351.593,9,4,4,1,3312797.472,2271358.801,5420369.96,2498859.826,4694969.819,2325954.27,2370900.311,2527422.097,2749177.806,2732751.898,,,14
FT1131,429.3036795,429.3031297,429.3046542,1344.015,1343.595459,1344.033203,7,3,4,1,4452.376364,5143.259769,4695.316364,5296.388044,4873.31775,4373.8768,4972.1035,NA,4916.589545,3199.399351,,,357
FT1250,465.4305769,465.429533,465.4315712,1366.753946,1340.491699,1375.865723,20,5,5,1,21005.55294,49305.20107,20057.02141,48283.33389,47348.34551,47803.61228,20464.70067,9089.248235,8163.585286,43530.77063,,,276
FT1396,535.4725203,535.4718851,535.4734683,1376.869141,1376.3396,1377.389893,8,3,5,1,6611.830714,5534.788375,6252.463,5408.969167,5692.206154,5616.650462,5216.994462,NA,5542.224,3505.728809,,,352
FT16,100.9344014,100.9341811,100.9347378,1408.21814,1407.216919,1408.745483,9,4,5,1,1189557.389,2575964.255,3844109.309,4019873.768,3783802.517,1031537.639,3759078.746,1987066.113,1083887.055,976253.7095,,,18
FT1401,537.4882834,537.4869936,537.4896835,1417.323,1416.346558,1417.346802,9,4,5,1,7334.5225,6755.255,6415.712,6905.985882,5574.975,5684.048,5162.107077,NA,6547.118118,4040.391667,,,350
FT21,100.9342916,100.9341229,100.9344572,1466.838257,1455.722,1475.930542,6,3,3,1,1294838.612,450961.5848,1382606.465,714991.6772,1288857.204,556983.5006,142469.5716,961653.5202,542726.5206,1216171.641,,,33
FT20,100.934228,100.9341526,100.9345158,1486.787964,1481.484,1487.55481,4,0,4,1,477519.5975,512293.9263,518178.7653,982110.365,542232.6074,838541.8282,271373.1855,445173.1337,825620.9853,825229.0809,,,41
FT19,100.934343,100.9340909,100.9345859,1503.237183,1497.641479,1517.392456,7,4,3,1,477048.4519,445011.8871,887360.3818,657767.3076,596322.8216,510541.1939,659491.7794,494084.874,476111.222,489709.5189,,,47
FT22,100.9342941,100.9341275,100.9343775,1538.318909,1534.069,1545.703369,4,3,1,1,537900.7585,541820.5524,494408.8996,1008605.125,402507.7762,992100.5941,230058.0038,968792.7801,400015.5587,1613463.206,,,57
FT1561,627.9083821,627.9069403,627.9088556,1618.505371,1615.891235,1619.934814,4,3,1,1,617078.913,656772.644,466971.6414,621320.408,527590.029,648834.9458,421636.3377,320543.8479,640389.0036,368420.0477,,,24
FT1738,763.8830217,763.8812629,763.884689,1618.507935,1617.483643,1621.019,7,2,5,1,377616.8538,373855.9451,298293.2864,337004.0655,283598.1375,370966.4336,392226.7517,163641.6033,387058.628,232676.6891,,[M+Cl]- 728.914 [M-H]- 764.89,24
FT1783,831.8702839,831.8687184,831.8712099,1619.255371,1618.409546,1620.016968,4,1,3,1,258162.141,284967.8405,226022.8968,201552.9333,222159.7241,271470.6364,223486.7422,96359.18442,281992.103,190202.5839,,[M+Cl+NaCOOH]- 728.914 [M-H+NaCOOH]- 764.89 [M+Cl]- 796.901 [M-H]- 832.878,24
FT613,287.9712746,287.9706162,287.9716033,1619.515381,1619.003662,1623.537842,5,2,3,1,578834.8994,563136.7718,468007.2028,387158.0613,501280.252,556908.7591,286684.2267,311491.303,557125.9953,406283.2258,,,24
FT1695,724.8725254,724.8706926,724.8733173,1619.515381,1619.495,1627.614258,7,2,5,1,1044159.399,1116509.868,988415.2144,640338.295,985917.6334,1011197.334,131962.9288,516350.173,1074296.803,683644.0288,,,24
FT1820,899.8578137,899.8562324,899.8588621,1619.515747,1618.497803,1620.526978,4,1,3,1,195896.9786,223403.5352,172680.4133,187259.2592,167526.2364,173322.5291,155539.5548,84408.89234,211835.6357,118509.548,,[M+Cl+NaCOOH]- 796.901 [M-H+NaCOOH]- 832.878,24
FT1203,452.9223899,452.9218085,452.9228213,1620.519775,1620.509,1620.532227,5,2,3,1,1525918.205,1710712.431,1750347.233,1685820.386,1818035.23,1590610.309,873183.7142,1079872.287,1945344.745,1306915.901,,,24
FT738,316.9479598,316.9472597,316.9485202,1621.025757,1617.838745,1627.100342,11,5,5,1,2571171.681,2407909.982,2345540.415,2301010.182,2283889.694,2280450.554,1292822.298,1062066.347,2452439.727,869291.345,,[M+Cl+NaCOOH]- 213.991 [M-H+NaCOOH]- 249.968,24
FT250,182.9884591,182.9880881,182.989008,1622.409851,1621.019,1623.568237,6,4,2,1,191663.6419,232612.3284,242477.5422,234004.072,224974.2535,217564.2768,226772.9983,214186.3747,221192.2361,220095.9858,,,403
FT467,248.9605994,248.9599585,248.9611604,1623.043914,1616.982056,1627.590576,16,5,5,1,3123310.592,1773845.458,1444502.917,1521120.784,1535899.723,2993813.527,2329057.612,797150.2317,2975619.95,1114640.373,,[M+Cl]- 213.991 [M-H]- 249.968,24
FT33,107.956891,107.9565068,107.9570786,1629.123657,1628.43103,1630.131,9,5,4,1,8531.170476,8569.512,9219.490565,8707.938179,9040.1634,8280.99,9399.065667,6571.4476,9164.148864,8927.211913,,,401
FT31,105.9613391,105.9607577,105.9903755,1629.627075,1627.828369,1631.140259,18,5,5,1,219460.113,221398.1326,223144.3072,228889.9039,221915.2169,226840.5955,8104.615714,202876.6667,232878.9092,220522.4744,,,401
FT57,118.0046522,118.004337,118.0050141,1630.120544,1628.43103,1631.154175,10,5,5,1,9362.019773,9528.177273,9496.948364,9558.763667,10257.2713,8928.29916,9041.784609,8738.35264,9888.378545,9458.80416,,,402
FT96,137.8917342,137.891312,137.8921048,1631.134094,1630.192139,1631.643921,10,5,5,1,32260.91109,33503.43654,32882.06133,33285.40396,31653.342,32702.20591,34720.00708,40214.32313,33655.24074,35368.9028,,,108
FT87,135.8947191,135.8942615,135.8950873,1631.13931,1630.192139,1631.644653,10,5,5,1,99305.30864,98959.29473,102554.0568,99875.92661,101581.3588,100802.7578,102314.8236,124118.7636,102285.0104,109466.5208,,,108
FT138,150.8893689,150.8889641,150.8897956,1631.13931,1630.192139,1631.644653,10,5,5,1,14226.48174,13252.63453,13777.72389,13887.59156,13820.87972,14277.86325,14200.89,17535.95486,12979.99994,15124.30611,,,108
FT58,118.8999331,118.8993479,118.9272835,1631.643921,1630.192139,1633.671021,19,5,5,1,9300.302375,9758.025625,10019.104,9525.614438,9602.930235,9726.92175,10183.756,12729.81378,9526.716706,11633.88737,,,108
FT1702,727.8329247,727.8314137,727.8343744,1632.651489,1632.165649,1633.166748,9,4,5,1,6703.624467,6994.873714,6840.595929,7575.49725,6827.183143,7339.367875,7542.506933,2907.23999,7671.716,4957.388714,,[M+Cl+NaCOOH]- 624.876 [M-H+NaCOOH]- 660.853,9
FT1493,591.8582981,591.8570885,591.8598531,1632.654297,1632.135742,1633.166748,9,4,5,1,8116.859438,8581.307688,8481.077647,8209.102,7629.533867,8405.725,8095.7792,4307.870283,9147.553556,5939.633571,,[M+Cl]- 556.889 [M-H]- 592.866,9
FT91,135.9709924,135.9706081,135.971372,1632.65775,1632.487549,1633.166748,10,5,5,1,92578.00384,97247.9474,92836.8126,93323.26965,95503.454,92928.61421,96658.62343,125514.9497,97686.1119,92217.46952,,,9
FT1608,659.8456123,659.8433542,659.8473358,1632.665955,1631.917725,1633.166748,10,5,5,1,9724.28,9823.982389,9461.376562,9811.835294,9335.966118,9716.184211,10629.34556,7153.343438,10113.97176,7803.257059,,[M+Cl+NaCOOH]- 556.889 [M-H+NaCOOH]- 592.866 [M+Cl]- 624.876 [M-H]- 660.853,9
FT252,183.9341452,183.9336537,183.9346289,1632.90918,1632.487549,1633.162354,10,5,5,1,9067.275,8640.181667,8388.310667,9681.372381,9253.054286,8710.76365,9842.945714,6968.974579,9251.967333,6810.900778,,[M+Cl]- 148.965,9
FT491,251.9216205,251.9208578,251.9222563,1633.105713,1632.640869,1633.166748,10,5,5,1,15008.91227,14834.95326,15815.12436,15082.97752,14633.80822,14286.13685,15279.647,10727.47168,15567.82687,12303.0444,,[M+Cl+NaCOOH]- 148.965,9
FT102,139.9444453,139.9440524,139.9447948,1633.156372,1632.67041,1633.166748,10,5,5,1,9387.903,9711.5316,10828.675,10436.21053,9822.960562,10912.5516,10317.25658,9879.1784,10544.493,9781.0921,,[M-2H]2- 281.905,9
FT1367,523.8712058,523.8697706,523.8726014,1633.156372,1632.644287,1633.166748,8,3,5,1,5085.179,5390.46375,5507.208,5525.034308,5656.924286,5255.74,5330.397538,2331.782381,5661.2595,4079.014583,,,382
FT1104,416.8729148,416.871917,416.8737653,1633.159677,1633.055542,1633.671021,10,5,5,1,25721.823,25449.626,26593.81835,25914.44871,26128.44511,25794.00353,26968.13056,22336.40011,27406.962,22446.0705,,[M+Cl]- 381.903 [M-H]- 417.88,9
FT1438,552.8476843,552.8460363,552.8489185,1633.159677,1633.055542,1633.671021,10,5,5,1,32658.35,33041.12665,32426.31,33715.815,33060.61567,33413.90867,33315.27,28666.55744,34633.21633,25606.89833,[199][M]-,[M+Cl+NaCOOH]- 449.891 [M-H+NaCOOH]- 485.868 [M+Cl]- 517.878 [M-H]- 553.855,9
FT1550,620.8350137,620.833239,620.8365062,1633.159677,1633.055542,1633.671021,10,5,5,1,35172.41022,34660.88222,32197.77529,34826.625,32698.79088,34293.32833,33765.70889,26674.9556,34568.555,27018.58563,[218][M]-,[M+Cl+NaCOOH]- 517.878 [M-H+NaCOOH]- 553.855 [M+Cl]- 585.866 [M-H]- 621.842,9
FT1649,688.8223275,688.8201111,688.823984,1633.159677,1633.055542,1633.671021,10,5,5,1,29567.245,29553.88667,27517.71941,29444.55833,29736.27588,28763.69294,28801.265,22135.5351,29724.70341,21817.138,[236][M]-,[M+Cl+NaCOOH]- 585.866 [M-H+NaCOOH]- 621.842 [M+Cl]- 653.853 [M-H]- 689.83,9
FT1730,756.8095111,756.8076424,756.811943,1633.159677,1633.055542,1633.671021,10,5,5,1,17018.96571,17463.02116,15519.11576,17157.86667,16417.42445,16651.03564,17273.55109,13256.64457,18508.25,12889.935,,[M+Cl+NaCOOH]- 653.853 [M-H+NaCOOH]- 689.83 [M+Cl]- 721.84 [M-H]- 757.817,9
FT1553,621.8365726,621.8350184,621.8384116,1633.161194,1633.147949,1633.661499,8,3,5,1,5845.136533,5088.722917,6027.489643,5905.025692,5600.258385,6033.091846,5467.268,1870.018341,6165.527857,4251.670328,[218][M+1]-,,9
FT1777,824.7969954,824.7942535,824.7994674,1633.161194,1632.640869,1633.671021,10,5,5,1,9662.67,9021.490412,8932.887312,8947.634625,9949.341222,9150.231375,9131.782,6070.911,9400.236529,5948.728714,,[M+Cl+NaCOOH]- 721.84 [M-H+NaCOOH]- 757.817 [M+Cl]- 789.828 [M-H]- 825.804,9
FT1814,892.7852125,892.7829303,892.7868263,1633.161194,1633.147949,1633.671021,8,3,5,1,7096.776857,6923.898,7389.019467,6624.588923,6960.001067,6991.826786,7532.802333,3587.777388,7064.814857,5409.769157,,[M+Cl+NaCOOH]- 789.828 [M-H+NaCOOH]- 825.804,9
FT1442,553.8492156,553.848133,553.8503427,1633.164551,1633.147949,1633.663452,8,3,5,1,4617.95775,5267.587385,5374.398214,5224.881538,5366.009769,4643.144,5292.254,3411.64653,5119.875,3629.661939,[199][M+1]-,,379
FT175,160.9182389,160.9178274,160.9186899,1633.170349,1633.146973,1633.671021,10,5,5,1,26105.6705,27563.34889,27565.65529,28160.47306,28236.51067,27850.75,28652.91765,25121.64882,28731.15294,23497.02269,,[2M-H]- 80.9552,9
FT908,348.8855423,348.88469,348.8863717,1633.170349,1633.146973,1633.671021,10,5,5,1,35247.485,34661.17059,35817.18671,34877.48518,33978.759,34081.27412,36679.39056,30728.24042,36498.79683,31768.09042,[115][M]-,[M-H+NaCOOH]- 281.905,9
FT1296,484.8602468,484.8591398,484.8612701,1633.170349,1633.055542,1633.671021,10,5,5,1,29300.1,29326.78112,29653.13682,29833.03833,29368.55024,29349.15176,32105.15833,25372.62611,30044.66629,25361.38733,,[M+Cl+NaCOOH]- 381.903 [M-H+NaCOOH]- 417.88 [M+Cl]- 449.891 [M-H]- 485.868,9
FT1849,960.7724868,960.7709067,960.7744545,1633.170349,1633.147949,1633.671021,8,3,5,1,5770.80675,6186.911538,5887.681615,6095.526692,6329.279643,6060.345231,6488.438,2998.900101,6076.066769,4138.229123,,,383
FT51,116.9284965,116.9282534,116.9288371,1633.178345,1633.147949,1633.671021,9,4,5,1,338863.1672,329545.4844,360218.2289,348957.7242,331434.4595,342499.6315,362255.1011,427517.4091,335816.9674,435856.4093,,[M-H-CO]- 145.932,9
FT674,303.8835689,303.8828952,303.884381,1633.178345,1633.055542,1633.671021,9,4,5,1,5205.4758,5084.516667,5597.424,5563.67675,5058.783,5368.193455,4864.932,4972.11,5115.108909,4461.675618,,,378
FT10,97.93204898,97.93171707,97.93221975,1633.397766,1633.147949,1633.671021,10,5,5,1,10636.815,10707.501,12136.39737,11381.72894,11330.32094,10145.968,12101.11071,14793.49333,10709.19544,14059.71055,,,9
FT13,99.92654589,99.92623482,99.92681663,1633.397766,1633.147949,1633.671021,10,5,5,1,235248.19,232776.3933,251858.0133,243100.465,234964.4426,232443.8082,254425.5983,289302.4493,241776.3028,274207.4977,,[M-2H]2- 201.866,9
FT350,213.9114756,213.9108047,213.9119676,1633.416687,1633.055542,1633.671021,10,5,5,1,6444.838154,5718.258333,6234.698231,6670.061538,5247.585,6358.113692,6221.537,6175.995875,6130.702667,5258.438,[25][M+1]-,,9
FT1652,689.8240872,689.8220074,689.8255767,1633.41803,1633.155884,1633.671021,8,3,5,1,4619.086364,5293.414615,4975.508667,4554.85325,4906.17,4816.82925,5363.094,1791.600143,5321.130333,4043.873272,[236][M+1]-,,9
FT583,280.8981422,280.8974446,280.8987055,1633.418701,1633.055542,1633.671021,10,5,5,1,29644.64344,30310.10894,28972.95188,29558.30471,29095.78671,29749.38353,29260.74118,26633.84333,30982.37683,24957.75917,,[M-H]- 281.905,9
FT66,126.92911,126.9287103,126.9293994,1633.636108,1626.089478,1633.68103,12,5,5,1,10782.83808,10546.33604,11379.224,9367.860938,9688.474286,10237.865,8549.997429,9272.43,10095.96,9882.384474,,[2M-H+Cl]2- 109.951,9
FT1942,1365.911634,1365.907645,1365.913191,1633.656372,1633.617188,1633.664185,4,3,1,1,7885.120858,8542.782418,6739.195412,7661.019556,5850.250959,7471.98,8317.792937,7599.676105,9027.899597,7070.8564,,,9
FT54,117.9286235,117.9283123,117.9290046,1633.659058,1633.146973,1645.294312,11,5,4,1,39659.67,38708.50594,40911.84725,40563.19044,37751.40162,38536.099,41704.676,47994.22941,39893.25524,47316.74574,,,9
FT14,100.9344742,100.9047741,100.9466917,1633.660278,1624.165039,1639.206909,22,5,5,1,1255191.64,1328872.655,1322187.669,1266958.372,1196007.428,1215573.519,1293370.188,1546432.867,1233792.387,1425063.035,,[M-H-CO2]- 145.932,9
FT44,113.9262183,113.9259358,113.9264324,1633.660278,1633.178345,1633.671021,10,5,5,1,4581.61575,5155.648636,5718.90375,4437.6968,4432.2754,4300.987846,5124.262,7093.8,4397.931,5363.479917,,,9
FT345,212.9107679,212.9102067,212.9113673,1633.660278,1633.146973,1633.671021,10,5,5,1,56227.07872,55279.04,54913.31778,57848.6175,54967.40747,54631.88824,55454.59444,49643.27811,55191.32259,47231.56783,[25][M]-,[M+Cl+NaCOOH]- 109.951 [M-H+NaCOOH]- 145.932,9
FT915,349.8866273,349.8860514,349.8874027,1633.660278,1633.178345,1633.664185,6,3,3,1,4762.31625,4659.836764,4386.3666,4383.4,4451.85657,4364.0685,4773.493333,3060.940253,4355.779636,4200.659712,[115][M+1]-,,9
FT24,101.9342009,101.9248998,101.9347137,1633.661499,1632.640869,1634.170044,17,5,5,1,149861.275,5760.009,155946.3199,5562.427077,141882.9198,6037.78,148330.7562,179400.4747,146262.627,166079.5436,,[M-2H+Na]- 80.9552,9
FT104,142.9289336,142.9285379,142.9293298,1633.66225,1633.617188,1633.68103,10,5,5,1,18099.63343,18921.30069,20677.04947,19108.41356,18711.13463,17792.53933,18725.98487,18347.112,18688.03425,17879.90962,,[M-H+HCOOH]- 97.9306,9
FT716,312.8360727,312.8352751,312.8368538,1633.66225,1633.617188,1633.68103,10,5,5,1,96003.20974,92377.90222,100083.5586,95063.812,86072.4508,90562.36047,94258.07293,81020.9684,91957.91,77433.40407,[76][M]-,[2M-2H+Na]- 145.932,9
FT122,145.9238036,145.923419,145.9305344,1633.663,1633.617188,1641.749268,11,5,5,1,46657.96,45919.16606,48504.27194,47890.31776,46424.85782,45587.55882,48239.42353,47336.23588,46384.6905,45508.83341,[7][M+1]-,,9
FT11,98.9398609,98.90701511,98.94998489,1633.663226,1626.62793,1639.218994,30,5,5,1,56438.67467,60943.6736,63114.20506,57998.31075,55222.55081,57164.9675,58918.95156,69280.31963,57171.46312,66908.35237,,,9
FT48,115.9207024,115.9204252,115.9209887,1633.663226,1633.655029,1634.170044,10,5,5,1,124616.325,128326.9955,132329.1815,122975.6147,120395.2746,119693.5678,127025.2222,152870.1353,119396.6175,139929.2224,,[M+Cl]- 80.9552,9
FT725,313.8363179,313.8356616,313.837189,1633.663226,1633.655029,1634.170044,10,5,5,1,22713.52286,21587.15173,23281.08225,21967.34533,20599.7652,20920.606,22252.76347,19682.208,20900.836,18529.30093,[76][M+1]-,,9
FT807,328.8304249,328.8271697,328.8313552,1633.663226,1633.147949,1643.779297,14,5,5,1,18727.872,17915.72471,19920.34375,18730.4576,17935.55486,18056.275,19147.70457,15066.87025,18080.32193,14701.79314,[92][M]-,[3M-H]- 109.951 [2M-2H+K]- 145.932,9
FT376,222.8405375,222.8400904,222.8412174,1633.663592,1633.617188,1634.170166,10,5,5,1,10789.63009,9873.095833,11504.886,10024.25,9237.0194,9829.570182,10611.94909,11011.50417,9904.646545,9898.266545,,[M-2H+Na]- 201.866,9
FT112,144.9236123,144.9231135,144.9434224,1633.667603,1633.617188,1640.241211,16,5,5,1,394035.845,376705.112,396897.297,393282.5385,375779.6559,378724.2282,390619.5882,393395.7029,390377.58,366915.325,[7][M]-,[M+Cl]- 109.951 [M-H]- 145.932,9
FT815,329.831395,329.8301675,329.8319406,1633.667603,1633.657715,1634.170044,8,3,5,1,3388.224125,3722.421333,3755.018,3451.675,3658.027778,4018.651111,3784.603125,3387.725564,3522.689375,3620.712821,[92][M+1]-,,9
FT83,132.9000013,132.867401,132.9237373,1633.671021,1630.192139,1638.714722,33,5,5,1,31665.90356,33448.85968,33207.46519,32458.56356,30661.34494,31450.24235,32777.63529,39088.92006,31464.41325,37148.40787,,[M+Cl]- 97.9306,9
FT318,200.8585856,200.8581248,200.8592304,1633.672607,1633.655029,1634.170166,10,5,5,1,19264.74,19218.32917,21078.32429,19194.10114,18207.21936,18058.90015,19661.65543,22550.10529,18712.50615,21199.28631,,[M-H]- 201.866,9
FT1009,380.8232551,380.8223432,380.823902,1633.672607,1633.655029,1634.170166,10,5,5,1,9269.160727,8882.223,9703.532364,9017.785,8510.224909,8543.0569,9473.653636,9870.070833,8518.6836,8772.5768,,,9
